State,County,inf_total,inf_mar,inf_apr,inf_may,inf_jun,inf_jul,inf_aug,inf_sep_13,inf_by_pop,death_mar,death_apr,death_may,death_jun,death_jul,death_aug,death_sep,deaths,death_rate_by_pop,Demographics,total_pop,perc_non_white,med_income,perc_below_poverty_level,unemployment,Voting,num_polls,polls_per_person,early_vote_duration,same_day_reg,vra_provision,Election,perc_trump_2020,perc_rep_gov_2020,gov_rep_incumbent_2020,2020_turnout,2020_registered,perc_trump_2016,perc_rep_gov_2016,gov_incumbent_2016,2016_turnout,2016_registered,difference_turnout_2020_minus_2016,difference_trump_perc_2020_minus_2016,difference_gop_gov_perc_2020_minus_2016
North Carolina,Watauga,518,5,9,23,68,247,434,518,0.009431,0,0,0,0,0,0,0,0,0,,54925,0.0493905,34293,0.212,0.042,,26,0.0004802,16,0,0,,0.4485,0.4304,1,0.7162,45164,0.4568,0.4394,0,0.6533,46288,0.0629,-0.0083,-0.009
North Carolina,Wayne,3026,4,655,1138,1802,2282,2820,3026,0.0244816,0,10,20,26,37,51,62,62,0.00050161,,123603,0.3681449,41731,0.202,0.061,,36,0.0002897,16,0,1,,0.5529,0.5253,1,0.7312,76192,0.5433,0.5524,0,0.6686,76206,0.0626,0.0096,-0.0271
North Carolina,Wilkes,1112,2,33,497,576,723,1026,1112,0.0162409,0,1,5,6,9,22,28,28,0.00040894,,68469,0.0697278,33159,0.189,0.053,,33,0.0004812,16,0,0,,0.778,0.7205,1,0.8107,43934,0.7589,0.7142,0,0.7327,43005,0.078,0.0191,0.0063
North Carolina,Wilson,1954,15,157,356,714,1370,1733,1954,0.0239946,0,6,10,18,33,36,44,44,0.00054031,,81435,0.4396177,39204,0.211,0.077,,26,0.0003198,16,0,1,,0.4807,0.4499,1,0.7174,57018,0.4597,0.4513,0,0.6772,56574,0.0402,0.021,-0.0014
North Carolina,Yadkin,682,3,16,171,332,480,633,682,0.0181373,0,1,2,4,6,7,7,7,0.00018616,,37602,0.0594109,40371,0.13,0.053,,13,0.0003453,16,0,0,,0.7997,0.7492,1,0.8087,24724,0.7876,0.7504,0,0.7357,24131,0.073,0.0121,-0.0012
North Carolina,Yancey,114,0,0,14,43,72,92,114,0.0064189,0,0,0,0,0,0,0,0,0,,17760,0.0341283,38579,0.178,0.052,,12,0.0006814,16,0,0,,0.6621,0.6248,1,0.81,14170,0.6411,0.5841,0,0.7294,13959,0.0806,0.021,0.0407
North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Dakota,Adams,14,0,0,0,0,2,4,14,0.006058,0,0,0,0,0,0,0,0,0,,2311,0.0593003,47798,0.104,0.032,,1,0.0004266,16,0,0,,0.773,0.7937,1,0.6882,1857,0.7463,0.8473,0,0.6431,1925,0.0451,0.026749645,-0.053683616
North Dakota,Barnes,195,2,4,4,19,31,112,195,0.0182141,0,0,0,0,0,0,0,0,0,,10706,0.0619323,50274,0.123,0.031,,1,0.0000918,16,0,0,,0.6412,0.6844,1,0.6647,8432,0.5913,0.7736,0,0.6146,8869,0.0501,0.049850045,-0.089246785
North Dakota,Benson,265,0,0,1,4,86,229,265,0.0385567,0,0,0,0,1,4,5,5,0.00072748,,6873,0.5807018,36491,0.308,0.054,,3,0.0004386,16,0,0,,0.5579,0.5625,1,0.4408,4500,0.462,0.5363,0,0.4597,4499,-0.0189,0.095878633,0.026233075
North Dakota,Billings,6,0,0,0,1,2,5,6,0.0065076,0,0,0,0,0,0,0,0,0,,922,0.0516878,57083,0.09,0.036,,2,0.0021097,16,0,0,,0.852,0.7027,1,0.8756,732,0.8182,0.8803,0,0.8356,730,0.04,0.033768504,-0.177625166
North Dakota,Bottineau,34,0,0,2,5,11,28,34,0.0052292,0,0,0,0,0,0,0,0,0,,6502,0.0654191,51667,0.116,0.046,,3,0.0004564,16,0,0,,0.7419,0.7701,1,0.6891,5070,0.7138,0.7797,0,0.6761,5251,0.013,0.028061135,-0.009616713
North Dakota,Bowman,26,0,1,1,1,6,15,26,0.0082592,0,0,0,0,0,0,0,0,0,,3148,0.0384854,56964,0.087,0.028,,4,0.0012415,16,0,0,,0.8419,0.7665,1,0.7195,2321,0.8092,0.8684,0,0.7382,2460,-0.0187,0.032682921,-0.101888403
North Dakota,Burke,25,0,3,5,5,17,24,25,0.0114574,0,0,0,0,0,1,1,1,0.0004583,,2182,0.0422093,53693,0.093,0.046,,1,0.000449,16,0,0,,0.8606,0.7531,1,0.735,1574,0.8508,0.8474,0,0.6209,1720,0.1141,0.009806061,-0.094313478
North Dakota,Burleigh,2643,30,77,128,258,915,2016,2643,0.0278818,0,0,0,0,4,16,25,25,0.00026373,,94793,0.0902691,61811,0.074,0.034,,28,0.000296,16,0,0,,0.6846,0.6213,1,0.6992,73143,0.678,0.7754,0,0.6967,69958,0.0025,0.00657037,-0.154083535
North Dakota,Cass,4214,31,513,1705,2245,2897,3526,4214,0.0238113,1,12,50,66,76,76,77,77,0.00043509,,176975,0.1168099,52590,0.104,0.032,,42,0.0002411,16,0,0,,0.4953,0.5931,1,0.615,140661,0.4926,0.6972,0,0.6288,130081,-0.0138,0.002664546,-0.104056435
North Dakota,Cavalier,37,0,0,0,2,31,33,37,0.0097292,0,0,0,0,0,0,0,0,0,,3803,0.0363494,55904,0.106,0.025,,1,0.0002615,16,0,0,,0.7421,0.7713,1,0.6865,2970,0.6765,0.7624,0,0.6772,3095,0.0093,0.065579208,0.008853501
North Dakota,Dickey,35,0,0,0,4,11,26,35,0.0070879,0,0,0,0,0,0,0,0,0,,4938,0.0382996,47359,0.111,0.03,,3,0.0006016,16,0,0,,0.7186,0.7395,1,0.6629,3697,0.6926,0.7878,0,0.6191,3988,0.0438,0.026046865,-0.048296816
North Dakota,Divide,6,1,1,1,1,1,5,6,0.0025696,0,0,0,0,0,0,0,0,0,,2335,0.05688,55057,0.1,0.026,,4,0.0016729,16,0,0,,0.7521,0.7676,1,0.6901,1772,0.7112,0.7488,0,0.6518,1924,0.0383,0.040879867,0.0187547
North Dakota,Dunn,58,1,10,12,13,28,49,58,0.0131968,0,0,0,0,0,0,1,1,0.00022753,,4395,0.1445563,60500,0.104,0.047,,8,0.0018298,16,0,0,,0.8345,0.7407,1,0.7121,3300,0.7896,0.8169,0,0.6693,3402,0.0428,0.044873909,-0.076171654
North Dakota,Eddy,58,0,1,4,5,13,32,58,0.0252064,0,0,0,0,0,0,0,0,0,,2301,0.0664336,44250,0.106,0.04,,1,0.0004371,16,0,0,,0.6772,0.676,1,0.7205,1768,0.6426,0.5674,0,0.6822,1850,0.0383,0.034640285,0.108624247
North Dakota,Emmons,50,0,1,4,4,15,27,50,0.0151057,0,1,1,1,1,1,1,1,0.00030212,,3310,0.0284602,38477,0.133,0.041,,3,0.0008987,16,0,0,,0.8651,0.703,1,0.7646,2643,0.8465,0.8625,0,0.7357,2739,0.0289,0.018607018,-0.159565782
North Dakota,Foster,52,1,1,1,2,12,32,52,0.0159509,0,0,0,0,0,0,0,0,0,,3260,0.0311272,50677,0.087,0.031,,1,0.0003022,16,0,0,,0.766,0.7496,1,0.7054,2536,0.7219,0.7879,0,0.6706,2644,0.0348,0.044129246,-0.038356926
North Dakota,Golden Valley,40,0,0,0,0,4,35,40,0.0216802,0,0,0,0,0,0,0,0,0,,1845,0.0366182,36100,0.112,0.027,,1,0.0005385,16,0,0,,0.8489,0.7811,1,0.7512,1375,0.8318,0.8196,0,0.6958,1394,0.0554,0.017127875,-0.03852254
North Dakota,Grand Forks,1902,3,258,333,385,619,1482,1902,0.0270848,0,0,3,4,4,11,12,12,0.00017088,,70224,0.1212663,46745,0.129,0.034,,19,0.0002696,16,0,0,,0.5485,0.6277,1,0.5576,55843,0.5381,0.6662,0,0.55,55838,0.0076,0.010398547,-0.038443703
North Dakota,Grant,9,1,1,2,3,4,9,9,0.0038249,0,0,0,0,0,0,0,0,0,,2353,0.0424548,41694,0.145,0.037,,2,0.0008407,16,0,0,,0.8291,0.7026,1,0.7412,1886,0.8023,0.8532,0,0.7365,1924,0.0047,0.026809341,-0.150587102
North Dakota,Griggs,43,0,0,1,2,25,38,43,0.0178497,0,0,0,0,0,0,0,0,0,,2409,0.0168291,45542,0.092,0.031,,1,0.0004429,16,0,0,,0.7256,0.7446,1,0.708,1778,0.6696,0.7398,0,0.6873,1890,0.0207,0.056,0.004760992
North Dakota,Hettinger,44,0,0,0,1,6,24,44,0.0172752,0,0,0,0,0,0,0,0,0,,2547,0.0600693,47743,0.124,0.035,,1,0.0003851,16,0,0,,0.8316,0.7166,1,0.6953,1904,0.8102,0.832,0,0.6451,2057,0.0502,0.021354878,-0.115336864
North Dakota,Kidder,38,0,0,0,2,11,34,38,0.0154096,0,0,0,0,0,0,0,0,0,,2466,0.0266667,50000,0.145,0.053,,1,0.000404,16,0,0,,0.8322,0.6436,1,0.7637,1934,0.8074,0.8277,0,0.739,1908,0.0247,0.024791781,-0.18410895
North Dakota,LaMoure,37,0,0,0,13,14,20,37,0.0089697,0,0,0,0,0,0,0,0,0,,4125,0.0201799,53691,0.114,0.024,,2,0.0004863,16,0,0,,0.7413,0.7549,1,0.701,3191,0.6885,0.7931,0,0.6726,3277,0.0284,0.052824921,-0.038232583
North Dakota,Logan,15,0,0,0,0,4,11,15,0.0080128,0,0,0,0,0,0,0,0,0,,1872,0.0295337,49076,0.129,0.029,,1,0.0005181,16,0,0,,0.8643,0.6978,1,0.744,1465,0.8322,0.8685,0,0.726,1529,0.018,0.032112268,-0.170640328
North Dakota,McHenry,55,1,1,2,3,14,38,55,0.0093569,1,1,1,1,1,1,1,1,0.00017013,,5878,0.0313233,45343,0.119,0.044,,1,0.0001675,16,0,0,,0.7872,0.7432,1,0.6837,4424,0.727,0.8055,0,0.6308,4596,0.0529,0.060212787,-0.062256878
North Dakota,McIntosh,50,1,1,1,2,18,44,50,0.019253,0,0,0,0,1,3,3,3,0.00115518,,2597,0.0269334,36066,0.136,0.039,,2,0.0007695,16,0,0,,0.7924,0.7712,1,0.7002,2102,0.7607,0.8421,0,0.6561,2268,0.0441,0.031739863,-0.070859878
North Dakota,McKenzie,145,1,13,17,27,73,122,145,0.0108745,0,0,0,0,1,2,2,2,0.00014999,,13334,0.1683105,64866,0.092,0.08,,11,0.000875,16,0,0,,0.8271,0.806,1,0.5832,9340,0.7855,0.8232,0,0.6082,7767,-0.025,0.041589869,-0.01721418
North Dakota,McLean,202,2,3,7,11,35,165,202,0.0210768,0,0,0,0,0,1,2,2,0.00020868,,9584,0.0903246,53565,0.092,0.039,,4,0.0004148,16,0,0,,0.7583,0.6367,1,0.7468,7471,0.7262,0.7815,0,0.7259,7472,0.0209,0.032109249,-0.144862332
North Dakota,Mercer,74,0,0,5,6,23,38,74,0.008745,0,0,0,0,0,0,0,0,0,,8462,0.0543175,66534,0.072,0.054,,4,0.0004643,16,0,0,,0.8248,0.7265,1,0.7391,6363,0.8029,0.8314,0,0.7,6794,0.0391,0.021912834,-0.104886288
North Dakota,Morton,917,14,24,59,91,262,641,917,0.0297071,1,2,2,2,3,5,8,8,0.00025917,,30868,0.0751334,60065,0.081,0.039,,13,0.000423,16,0,0,,0.7367,0.6273,1,0.6987,23903,0.716,0.7832,0,0.7026,22875,-0.0039,0.020686925,-0.155929538
North Dakota,Mountrail,189,5,35,39,50,108,172,189,0.0183122,0,0,0,0,1,1,2,2,0.00019378,,10321,0.3261677,68722,0.104,0.046,,8,0.0007817,16,0,0,,0.678,0.6527,1,0.5595,7475,0.6288,0.661,0,0.5691,7334,-0.0096,0.049231212,-0.008316559
North Dakota,Nelson,36,0,1,1,1,13,30,36,0.0124395,0,0,0,0,0,0,0,0,0,,2894,0.0436137,49839,0.108,0.047,,1,0.0003461,16,0,0,,0.6421,0.6708,1,0.7745,2315,0.597,0.6661,0,0.7185,2476,0.056,0.045093416,0.004688919
North Dakota,Oliver,13,1,1,1,2,6,10,13,0.0070575,0,0,0,0,0,0,0,0,0,,1842,0.0459103,71250,0.102,0.039,,3,0.0015831,16,0,0,,0.8612,0.7084,1,0.7351,1461,0.8161,0.8616,0,0.7209,1433,0.0142,0.045063227,-0.153155246
North Dakota,Pembina,43,0,3,6,9,27,35,43,0.0061897,0,0,0,0,0,0,0,0,0,,6947,0.0574794,49846,0.103,0.038,,1,0.0001419,16,0,0,,0.7385,0.7427,1,0.6106,5501,0.7003,0.7918,0,0.571,5653,0.0396,0.038216962,-0.049094288
North Dakota,Pierce,29,2,2,3,5,11,25,29,0.0070286,0,0,0,0,0,0,0,0,0,,4126,0.0678368,42975,0.116,0.032,,1,0.0002372,16,0,0,,0.7448,0.722,1,0.6768,3166,0.6939,0.7722,0,0.6195,3430,0.0573,0.050930827,-0.050223909
North Dakota,Ramsey,175,3,3,8,10,37,121,175,0.0151083,0,0,1,1,2,2,2,2,0.00017267,,11583,0.1445877,48604,0.123,0.036,,1,0.0000865,16,0,0,,0.6659,0.7012,1,0.6197,8762,0.6064,0.7336,0,0.6079,8978,0.0118,0.059460015,-0.032446198
North Dakota,Ransom,58,0,1,8,17,26,41,58,0.0109146,0,0,0,0,0,0,0,0,0,,5314,0.0373953,49788,0.087,0.024,,1,0.000186,16,0,0,,0.5778,0.6556,1,0.6095,4057,0.5129,0.7125,0,0.5756,4199,0.0339,0.064932111,-0.056829733
North Dakota,Renville,19,0,0,3,5,9,11,19,0.0077805,0,0,0,0,0,0,0,0,0,,2442,0.0290028,60847,0.082,0.037,,1,0.0003973,16,0,0,,0.8074,0.8097,1,0.7293,1836,0.768,0.8189,0,0.6544,2008,0.0749,0.039429871,-0.00913242
North Dakota,Richland,174,0,7,22,41,87,136,174,0.0107051,0,0,0,0,0,1,1,1,0.0000615,,16254,0.0656271,53759,0.116,0.028,,13,0.0007981,16,0,0,,0.6493,0.7034,1,0.6209,12680,0.6279,0.7615,0,0.5968,12911,0.0241,0.021357552,-0.058012437
North Dakota,Rolette,139,0,1,6,10,29,120,139,0.0095789,0,0,0,0,2,3,,0,0,,14511,0.8117015,31336,0.247,0.104,,5,0.0003398,16,0,0,,0.3304,0.3972,1,0.4069,9444,0.3241,0.3217,0,0.3984,9676,0.0085,0.00634164,0.075578267
North Dakota,Sargent,29,0,1,3,6,8,17,29,0.0074897,0,0,0,0,0,0,0,0,0,,3872,0.0522792,53381,0.078,0.031,,1,0.0002575,16,0,0,,0.6116,0.6864,1,0.6804,3067,0.5448,0.7093,0,0.6652,3103,0.0152,0.066794203,-0.022894559
North Dakota,Sheridan,29,0,1,3,6,8,17,29,0.020582,0,0,0,0,0,0,0,0,0,,1409,0.0387481,43250,0.166,0.057,,1,0.0007452,16,0,0,,0.8473,0.6491,1,0.7502,1093,0.8259,0.836,0,0.7379,1099,0.0123,0.02139064,-0.186948328
North Dakota,Sioux,132,1,1,2,24,57,121,132,0.0301852,0,0,0,0,0,2,3,3,0.00068603,,4373,0.8622392,36111,0.329,0.03,,5,0.0011218,16,0,0,,0.2175,0.2889,1,0.4288,2805,0.211,0.3484,0,0.4551,2762,-0.0263,0.006537943,-0.059578679
North Dakota,Slope,7,0,3,3,3,3,6,7,0.009434,0,0,0,0,0,0,0,0,0,,742,0.0524968,61667,0.127,0.024,,3,0.0038412,16,0,0,,0.8899,0.7741,1,0.7088,608,0.8419,0.8526,0,0.7424,594,-0.0336,0.048029742,-0.078490063
North Dakota,Stark,1080,12,49,62,73,182,687,1080,0.0347479,0,2,2,2,3,6,6,6,0.00019304,,31081,0.0788169,62559,0.082,0.065,,5,0.000162,16,0,0,,0.8047,0.7084,1,0.6681,22642,0.7917,0.8283,0,0.5434,23003,0.1247,0.012951163,-0.119885452
North Dakota,Steele,25,0,0,1,1,10,18,25,0.0143349,0,0,0,0,0,0,0,0,0,,1744,0.0271967,55735,0.078,0.021,,1,0.000523,16,0,0,,0.5993,0.6563,1,0.7387,1489,0.5385,0.7351,0,0.671,1553,0.0677,0.060764706,-0.07887476
North Dakota,Stutsman,449,0,6,23,63,105,215,449,0.0214166,0,0,0,1,2,3,3,3,0.0001431,,20965,0.0579552,50120,0.114,0.031,,5,0.0002373,16,0,0,,0.7023,0.7226,1,0.6004,16727,0.6615,0.7688,0,0.6149,16823,-0.0145,0.040779345,-0.046140498
North Dakota,Towner,11,0,0,0,0,6,8,11,0.004946,0,0,0,0,0,0,0,0,0,,2224,0.065807,55521,0.093,0.035,,1,0.0004446,16,0,0,,0.707,0.7378,1,0.6871,1729,0.6335,0.7014,0,0.6628,1809,0.0243,0.073484668,0.036371355
North Dakota,Traill,81,0,0,13,17,41,70,81,0.0101149,0,0,0,0,0,0,0,0,0,,8008,0.0463692,48767,0.082,0.027,,2,0.00025,16,0,0,,0.6098,0.6684,1,0.6729,6201,0.5759,0.7442,0,0.6405,6281,0.0324,0.033867892,-0.07585586
North Dakota,Walsh,162,1,7,13,23,96,141,162,0.0150684,0,0,0,0,0,1,1,1,0.000093,,10751,0.0486317,48592,0.109,0.039,,1,0.0000925,16,0,0,,0.695,0.7296,1,0.5865,8246,0.646,0.7565,0,0.5627,8487,0.0238,0.048961321,-0.026937667
North Dakota,Ward,739,9,21,37,60,174,502,739,0.0107394,0,1,1,1,1,1,3,3,0.0000436,,68812,0.1175726,56580,0.108,0.049,,20,0.0002878,16,0,0,,0.7071,0.7251,1,0.5482,51780,0.6798,0.766,0,0.52,53284,0.0282,0.027344374,-0.04089759
North Dakota,Wells,32,0,2,3,8,15,28,32,0.0080483,0,0,0,0,0,0,0,0,0,,3976,0.0254384,44132,0.114,0.042,,4,0.0009879,16,0,0,,0.7974,0.6857,1,0.767,3125,0.7537,0.8084,0,0.7193,3388,0.0477,0.043688374,-0.122632263
North Dakota,Williams,657,3,10,25,32,224,429,657,0.0186605,0,0,0,0,2,2,5,5,0.00014201,,35208,0.1296291,76210,0.065,0.095,,10,0.0002923,16,0,0,,0.819,0.7548,1,0.5718,25215,0.7862,0.8034,0,0.5416,23947,0.0302,0.032761909,-0.048546885
North Dakota,North Dakota,,,,,,,,15597,0.020466839,,,,,,,,164,0.000215206,,762062,0.131,63473,0.107,0.041,,263,0.0003451,16,0,0,,0.6511,0.6584,1,0.6265,581379,0.6296,0.7426,0,0.6129,570955,0.0136,0.021540487,-0.084192711
Utah,Beaver,34,0,0,0,9,27,33,34,0.0052171,0,0,0,0,0,0,0,0,0,,6517,0.0585057,46660,0.094,0.04,,2,0.0003087,10,1,0,,0.8694,0.8484,0,0.8938,3495,0.7379,0.824,1,0.508,3076,0.3858,0.131454839,0.024401513
Utah,Box Elder,475,7,17,29,147,317,447,475,0.0088051,0,1,1,1,2,5,5,5,0.0000927,,53946,0.0446437,57292,0.073,0.036,,14,0.0002643,10,1,0,,0.7974,0.8019,0,0.9169,29944,0.6197,0.825,1,0.249,26833,0.6679,0.177694812,-0.023057498
Utah,Cache,2346,7,43,219,1453,1805,2114,2346,0.0188942,0,0,1,1,4,6,6,6,0.0000483,,124165,0.0667916,49506,0.129,0.029,,1,0.0000082,10,1,0,,0.661,0.7176,0,0.9228,63833,0.458,0.758,1,0.485,55111,0.4378,0.203035214,-0.04044549
Utah,Carbon,92,0,7,11,15,30,80,92,0.0045302,0,0,0,0,0,0,0,0,0,,20308,0.0503838,44724,0.144,0.055,,7,0.0003444,10,1,0,,0.7144,0.721,0,0.9226,10258,0.6634,0.703,1,0.365,10806,0.5576,0.050977201,0.018046215
Utah,Daggett,1,0,0,0,0,0,0,1,0.0016313,0,0,0,0,0,0,0,0,0,,613,0.0418216,46917,0.065,0.051,,0,0,10,1,0,,0.8013,0.8017,0,0.9001,691,0.6983,0.742,1,0.37,638,0.5301,0.102992407,0.059709402
Utah,Davis,4350,84,285,465,1179,2909,3892,4350,0.0125807,1,2,2,5,13,23,28,28,0.000081,,345767,0.0733284,69707,0.057,0.039,,18,0.0000528,10,1,0,,0.6132,0.6916,0,0.9051,192849,0.4495,0.729,1,0.557,159804,0.3481,0.163729769,-0.037352396
Utah,Duchesne,101,0,5,9,14,76,95,101,0.0050129,0,0,0,0,0,0,0,0,0,,20148,0.083391,57683,0.119,0.083,,1,0.0000494,10,1,0,,0.8814,0.829,0,0.866,9918,0.7934,0.843,1,0.642,8513,0.224,0.087993712,-0.013950632
Utah,Emery,25,0,4,7,9,15,18,25,0.0024711,0,0,0,0,0,0,0,0,0,,10117,0.0301783,52763,0.125,0.047,,12,0.0011758,10,1,0,,0.8647,0.8517,0,0.8816,5602,0.7986,0.853,1,0.111,6075,0.7706,0.066148201,-0.00126087
Utah,Garfield,46,1,3,3,14,42,46,46,0.0092037,0,0,0,0,2,2,2,2,0.00040016,,4998,0.0609855,45357,0.112,0.084,,10,0.0020194,10,1,0,,0.7899,0.8026,0,0.8736,3157,0.6852,0.808,1,0.683,2847,0.1906,0.104697511,-0.005353497
Utah,Grand,57,0,2,9,14,44,55,57,0.0059129,0,0,0,0,0,1,1,1,0.00010373,,9640,0.0889628,45888,0.113,0.072,,2,0.0002079,10,1,0,,0.4336,0.4591,0,0.8761,5971,0.4357,0.497,1,0.701,5069,0.1751,-0.002141659,-0.037869219
Utah,Iron,693,6,22,69,292,504,644,693,0.0135317,0,0,0,0,2,2,2,2,0.0000391,,51213,0.0642564,42369,0.144,0.045,,6,0.0001208,10,1,0,,0.7629,0.7487,0,0.9283,27168,0.6549,0.786,1,0.418,23085,0.5103,0.108016834,-0.037262037
Utah,Juab,112,0,7,10,18,63,103,112,0.0099106,0,0,0,0,1,1,1,1,0.0000885,,11301,0.0359477,55247,0.085,0.027,,1,0.0000908,10,1,0,,0.8673,0.8365,0,0.8473,7001,0.6768,0.767,1,0.527,5381,0.3203,0.190548679,0.069541954
Utah,Kane,73,0,3,3,6,54,63,73,0.0097541,0,0,0,0,0,1,1,1,0.00013362,,7484,0.041935,48540,0.105,0.047,,3,0.0004111,10,1,0,,0.7172,0.7128,0,0.8512,4972,0.6462,0.746,1,0.656,3883,0.1952,0.07102488,-0.033204274
Utah,Millard,150,0,5,6,47,116,141,150,0.0116695,0,0,0,0,0,0,0,0,0,,12854,0.0561833,49238,0.113,0.032,,4,0.0003161,10,1,0,,0.8773,0.8388,0,0.9092,6852,0.7364,0.855,1,0.643,5991,0.2662,0.140872727,-0.016170804
Utah,Morgan,82,3,9,11,22,43,68,82,0.0070302,0,0,0,0,0,0,0,0,0,,11664,0.0227792,80337,0.04,0.033,,0,0,10,1,0,,0.7956,0.8224,0,0.902,7387,0.614,0.831,1,0.564,6021,0.338,0.181608108,-0.008626367
Utah,Piute,6,0,0,2,3,4,6,6,0.0032154,0,0,0,0,0,0,0,0,0,,1866,0.0383825,38500,0.186,0.065,,6,0.0041124,10,1,0,,0.8875,0.84,0,0.8759,1007,0.8587,0.889,1,0.211,953,0.6649,0.028785649,-0.049
Utah,Rich,13,0,0,0,4,6,11,13,0.0054416,0,0,0,0,0,0,0,0,0,,2389,0.0289667,50000,0.089,0.029,,5,0.0021617,10,1,0,,0.8489,0.8426,0,0.9234,1489,0.7187,0.851,1,0.652,1313,0.2714,0.130162803,-0.008443492
Utah,Salt Lake,26014,396,2438,5242,11227,19086,24039,26014,0.0229472,0,29,74,107,176,232,243,243,0.00021435,,1133646,0.1195321,60555,0.09,0.048,,55,0.0000491,10,1,0,,0.4255,0.5055,0,0.9011,610218,0.3296,0.521,1,0.435,511115,0.4661,0.095886999,-0.015502093
Utah,San Juan,680,4,46,297,399,613,667,680,0.0444386,0,2,5,9,23,28,29,29,0.00189518,,15302,0.5293887,40492,0.226,0.1,,5,0.0003262,10,1,1,,0.514,0.5339,0,0.8941,7790,0.4856,0.589,1,0.541,6826,0.3531,0.028432282,-0.055062654
Utah,Sanpete,183,0,5,12,50,104,164,183,0.0061307,0,0,0,0,0,1,1,1,0.0000335,,29850,0.0574713,48369,0.148,0.04,,2,0.0000684,10,1,0,,0.8284,0.8542,0,0.9153,14010,0.6565,0.856,1,0.64,11660,0.2753,0.171935644,-0.001835057
Utah,Sevier,97,0,5,8,48,74,92,97,0.0045583,0,0,0,0,2,1,1,1,0.000047,,21280,0.0383796,46229,0.12,0.045,,3,0.000142,10,1,0,,0.8736,0.853,0,0.9053,11570,0.7788,0.851,1,0.586,9688,0.3193,0.09477653,0.002034166
Utah,Summit,914,172,369,415,488,687,847,914,0.0222368,0,0,0,0,1,1,1,1,0.0000243,,41103,0.0489978,83336,0.062,0.065,,4,0.0000987,10,1,0,,0.393,0.4489,0,0.9244,28602,0.3553,0.469,1,0.554,24058,0.3704,0.037707744,-0.020057738
Utah,Tooele,768,12,65,128,244,527,692,768,0.0113952,0,0,0,0,0,0,0,0,0,,67397,0.0552219,61412,0.068,0.048,,21,0.000325,10,1,0,,0.667,0.7005,0,0.8791,36505,0.5117,0.691,1,0.336,29208,0.5431,0.155284067,0.009519805
Utah,Uintah,107,1,6,10,31,72,98,107,0.0029653,0,0,0,0,0,0,0,0,0,,36084,0.1150728,62067,0.115,0.096,,1,0.0000276,10,1,0,,0.8666,0.8136,0,0.9176,16803,0.7666,0.814,1,0.627,14426,0.2906,0.099962112,-0.000432638
Utah,Utah,,,,,,,,,,,,,,,,,,,,,0.094,68374,0.09,0.036,,370,0.0001154,10,1,0,,0.5815,0.6386,0,0.8918,326485,0.4554,0.666,1,0.414,1405609,0.4778,0.126137525,-0.027404757
Utah,Utah,13120,70,957,1929,4084,7688,11001,13120,0.0216684,0,7,17,22,33,46,52,52,0.0000859,,605490,0.0664269,60196,0.094,0.037,,131,0.0002219,10,1,0,,0.6782,0.7522,0,0.8918,326485,0.507,0.814,1,0.214,274990,0.6778,0.171232484,-0.061760569
Utah,Wasatch,671,50,148,282,408,525,639,671,0.0211619,0,1,2,3,4,7,7,7,0.00022076,,31708,0.0426667,65050,0.053,0.055,,1,0.0000329,10,1,0,,0.6141,0.6711,0,0.8888,20160,0.5045,0.706,1,0.612,15099,0.2768,0.109584988,-0.034887329
Utah,Washington,2,14,65,365,1198,2274,2812,2985,0.0180024,0,0,0,0,20,22,24,24,0.00014474,,165811,,,,,,,,,,,,,,,,,,,,,,,,
Utah,Wayne,2,0,0,0,0,2,2,2,0.0007438,0,0,0,0,0,0,0,0,0,,2689,0.0634193,49279,0.097,0.05,,43,0.0002698,10,1,0,,0.7439,0.721,0,0.9141,100197,0.6883,0.771,1,0.347,80026,0.5671,0.055633582,-0.049973754
Utah,Weber,3677,41,145,288,941,2536,3280,3677,0.0146204,1,2,7,13,25,29,29,29,0.00011531,,251498,0.0378136,41458,0.129,0.059,,2,0.0007488,10,1,0,,0.7582,0.7254,0,0.9311,1755,0.6798,0.783,1,0.691,1627,0.2401,0.078373967,-0.057560833
Vermont,Addison,82,23,61,64,68,71,81,82,0.0022204,0,2,2,2,2,2,2,2,0.0000542,,36931,0.0523409,57565,0.089,0.033,,,0,45,1,0,,0.3038,0.6838,1,0.7769,28592,0.278,0.528,0,0.7306,26525,0.04627713,0.0258,0.155769565
Vermont,Bennington,108,18,44,63,72,83,102,108,0.0030074,0,1,1,1,1,1,1,1,0.0000278,,35911,0.0398764,50221,0.114,0.049,,,0,45,1,0,,0.3625,0.6012,1,0.75,28547,0.341,0.494,0,0.7222,25724,0.027810444,0.0214875,0.1072375
Vermont,Caledonia,34,2,13,15,19,26,33,34,0.0011275,0,0,0,0,0,0,0,0,0,,30154,0.0364794,45395,0.125,0.039,,,0,45,1,0,,0.4022,0.7113,1,0.7457,22226,0.393,0.65,0,0.6947,21456,0.050950118,0.009211765,0.061347059
Vermont,Chittenden,814,152,418,451,607,715,797,814,0.0050383,6,32,39,39,39,39,39,39,0.00024139,,161563,0.0916361,63989,0.104,0.037,,,0,45,1,0,,0.2341,0.6163,1,0.7425,99859,0.223,0.459,0,0.6845,128406,0.057950656,0.011052941,0.157341177
