State,County,inf_total,inf_mar,inf_apr,inf_may,inf_jun,inf_jul,inf_aug,inf_sep_13,inf_by_pop,death_mar,death_apr,death_may,death_jun,death_jul,death_aug,death_sep,deaths,death_rate_by_pop,Demographics,total_pop,perc_non_white,med_income,perc_below_poverty_level,unemployment,Voting,num_polls,polls_per_person,early_vote_duration,same_day_reg,vra_provision,Election,perc_trump_2020,perc_rep_gov_2020,gov_rep_incumbent_2020,2020_turnout,2020_registered,perc_trump_2016,perc_rep_gov_2016,gov_incumbent_2016,2016_turnout,2016_registered,difference_turnout_2020_minus_2016,difference_trump_perc_2020_minus_2016,difference_gop_gov_perc_2020_minus_2016
West Virginia,Roane,41,2,6,9,11,14,31,41,0.0029244,0,0,0,1,1,1,1,1,0.0000713,,14020,0.0204053,28513,0.221,0.114,,20,0.001417,10,0,0,,0.731,0.708,1,0.6357,9066,0.7206,0.3937,0,0.524,10349,0.112,0.0104,0.3143
West Virginia,Summers,28,0,1,1,2,6,19,28,0.0021793,0,0,0,0,0,0,0,0,0,,12848,0.0688088,33784,0.269,0.077,,16,0.0012329,10,0,0,,0.729,0.695,1,0.5969,9356,0.7106,0.363,0,0.51,9817,0.087,0.0184,0.332
West Virginia,Taylor,113,0,6,8,16,52,105,113,0.0067007,0,0,0,0,0,4,6,6,0.00035579,,16864,0.030026,39536,0.161,0.068,,21,0.0012388,10,0,0,,0.742,0.703,1,0.6612,11166,0.7239,0.4692,0,0.597,11208,0.064,0.0181,0.2338
West Virginia,Tucker,16,2,4,4,6,9,11,16,0.0022916,0,0,0,0,0,0,0,0,0,,6982,0.0194244,37635,0.135,0.073,,11,0.0015596,10,0,0,,0.739,0.701,1,0.6657,5774,0.7381,0.4626,0,0.637,5626,0.029,0.0009,0.2384
West Virginia,Tyler,15,0,3,3,4,12,15,15,0.0017024,0,0,0,0,0,0,0,0,0,,8811,0.0172856,39206,0.155,0.103,,13,0.0014498,10,0,0,,0.823,0.729,1,0.5908,6638,0.8199,0.5377,0,0.567,6628,0.024,0.0031,0.1913
West Virginia,Upshur,58,1,4,7,19,38,43,58,0.0023672,0,0,0,0,0,0,0,0,0,,24502,0.0283225,39381,0.19,0.099,,14,0.0005673,10,0,0,,0.76,0.7,1,0.7046,14506,0.7599,0.5129,0,0.653,14386,0.052,0.0001,0.1871
West Virginia,Wayne,317,0,85,99,111,182,248,317,0.0078654,0,7,9,9,9,10,10,10,0.00024812,,40303,0.019448,36964,0.209,0.077,,36,0.000884,10,0,0,,0.743,0.685,1,0.6054,27991,0.7346,0.3796,0,0.566,27872,0.039,0.0084,0.3054
West Virginia,Webster,7,0,0,0,0,3,7,7,0.0008347,0,0,0,0,0,0,0,0,0,,8386,0.0199836,27645,0.23,0.091,,15,0.001753,10,0,0,,0.811,0.764,1,0.6259,5435,0.773,0.4233,0,0.525,5917,0.101,0.038,0.3407
West Virginia,Wetzel,46,1,3,8,10,40,46,46,0.00298,0,0,0,0,0,0,0,0,0,,15436,0.0193045,37969,0.183,0.094,,1,0.0000639,10,0,0,,0.749,0.696,1,0.6512,10238,0.7213,0.4051,0,0.539,11968,0.112,0.0277,0.2909
West Virginia,Wirt,9,1,3,4,4,6,9,9,0.0015523,0,0,0,0,0,0,0,0,0,,5798,0.0235825,34702,0.187,0.088,,0,0,10,0,0,,0.804,0.765,1,0.6042,4391,0.789,0.4551,0,0.572,4351,0.032,0.015,0.3099
West Virginia,Wood,333,2,38,53,86,233,308,333,0.0039195,0,2,2,2,4,5,5,5,0.0000589,,84960,0.037709,42287,0.15,0.081,,74,0.0008634,10,0,0,,0.702,0.697,1,0.6758,57354,0.7141,0.4467,0,0.649,56415,0.027,-0.0121,0.2503
West Virginia,Wyoming,80,0,1,3,7,20,67,80,0.0037592,0,0,0,0,1,3,3,3,0.00014097,,21281,0.0220416,34454,0.241,0.11,,28,0.0012858,10,0,0,,0.856,0.834,1,0.4841,17748,0.836,0.3364,0,0.449,17805,0.035,0.02,0.4976
